,问卷编号,调查员,民族,政治面貌,年级,您觉得自己是个典型的中国人吗,与世界其他国家的人相比中国人有自己的特点吗,v1,v2,v3,v4,你是否了解重活民族的传统节日,v5,您觉得中国怎么样,您认为中国有多少值得自豪的地方,您认为世界有多少比例的人尊重中国,对您而言作为一名中国人有多重要,会以中国人自豪吗,会隐瞒身份吗,会打多少分,国歌升起,世博会,中国传统文化,发展信心,你会为中国运动员呐喊助威,遇到灾难时中国人应该伸出援手,你愿意加入其他国籍吗,中国人要为祖国统一奋斗吗
109,728.0,单凤香,汉族,团员,大一,完全是,较有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,十分棒,特别多,大多数比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
110,729.0,单凤香,壮族,团员,大一,一般般,较有特点,同意,完全同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,一般般,有些,绝对不会,六十到八十,一般,一般,比较肯定,不清楚,大多数情况下会,赞同,做外籍华人,赞同
111,730.0,单凤香,壮族,团员,大一,可以算,非常有特点,同意,完全同意,同意,同意,不太了解,不太了解,挺好,很多,较多比例,比较重要,有些,很可能不会,六十到八十,一般,比较好,比较肯定,担忧不好说,大多数情况下会,赞同,其他,赞同
112,861.0,,维吾尔族,团员,大四,一般般,一般般,有点同意,同意,同意,同意,完全了解,完全了解,较差,有一些,不多的比例,一般般,无所谓,也许会也许不会,六十到八十,一般,一般,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,其他,赞同
113,862.0,古丽娜孜,汉族,党员,大四,完全是,较有特点,同意,同意,同意,完全不同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,赞同
114,863.0,古丽娜孜,回族,团员,大四,一般般,较有特点,完全同意,完全同意,不同意,完全同意,比较了解,比较了解,挺好,很多,不多的比例,比较重要,有些,绝对不会,四十到六十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
115,864.0,古丽娜孜,彝族,团员,大三,不太算,较有特点,完全同意,完全同意,不同意,同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,有些,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
116,865.0,古丽娜孜,土家族,党员,大四,完全是,非常有特点,完全同意,同意,不同意,有点同意,比较了解,不太了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
117,866.0,古丽娜孜,侗族,团员,大一,完全是,非常有特点,完全同意,完全同意,有点同意,同意,不太了解,不太了解,一般般,很多,较多比例,十分重要,有些,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,很赞同
118,867.0,古丽娜孜,汉族,团员,大二,一般般,一般般,同意,有点同意,有点同意,有点同意,比较了解,比较了解,一般般,有一些,较多比例,比较重要,有些,也许会也许不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,赞同
119,868.0,古丽娜孜,壮族,团员,大二,可以算,较有特点,有点同意,完全同意,有点同意,有点同意,比较了解,不太了解,一般般,有一些,较多比例,一般般,不太会,很可能不会,六十到八十,一般,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
120,869.0,古丽娜孜,汉族,党员,大三,可以算,非常有特点,同意,完全同意,不同意,同意,比较了解,比较了解,一般般,有一些,不多的比例,不太重要,无所谓,也许会也许不会,四十到六十,一般,比较好,比较肯定,不清楚,大多数情况下会,不赞同,毫不犹豫加入,赞同
121,870.0,古丽娜孜,,,,,,,,,,,,,,,,,,,,,,,,,,
122,791.0,李金桃,汉族,团员,大一,完全是,非常有特点,同意,同意,完全同意,同意,完全了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,赞同
123,792.0,李金桃,汉族,团员,大二,一般般,一般般,同意,同意,有点同意,有点同意,不太了解,比较了解,挺好,很多,不多的比例,比较重要,会,也许会也许不会,六十到八十,一般,比较好,富有内涵，意义深刻,很有信心,不一定,很赞同,做外籍华人,赞同
124,793.0,李金桃,,,,,,,,,,,,,,,,,,,,,,,,,,
125,794.0,李金桃,汉族,团员,大二,完全是,非常有特点,同意,完全同意,完全同意,同意,比较了解,比较了解,挺好,特别多,较多比例,比较重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,赞同
126,795.0,李金桃,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
127,796.0,李金桃,汉族,团员,大一,可以算,非常有特点,同意,完全同意,有点同意,同意,比较了解,比较了解,挺好,很多,不多的比例,一般般,不太会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,不一定
128,797.0,李金桃,汉族,团员,大一,完全是,较有特点,完全同意,完全同意,同意,完全同意,比较了解,不太了解,挺好,很多,不多的比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,不加入,很赞同
129,798.0,李金桃,壮族,团员,大四,不太算,较有特点,完全同意,完全同意,完全同意,同意,比较了解,比较了解,一般般,特别少,极少比例,十分重要,有些,绝对不会,20~40,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
130,799.0,李金桃,满族,群众,大四,完全不是,毫无特点,不同意,不同意,不同意,不同意,不太了解,不太了解,较差,很少,极少比例,不太重要,无所谓,也许会也许不会,20~40,没感觉,一般,古板，跟不上潮流,不清楚,绝对不会,不赞同,毫不犹豫加入,不一定
131,800.0,李金桃,回族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
132,801.0,张玉梅,汉族,团员,大三,可以算,较有特点,完全同意,完全同意,完全同意,完全同意,比较了解,不太了解,一般般,很多,不多的比例,比较重要,有些,绝对不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,很赞同
133,802.0,张玉梅,汉族,团员,大三,一般般,较有特点,完全同意,完全同意,同意,完全同意,比较了解,不太了解,一般般,很多,不多的比例,比较重要,会,绝对不会,八十到一百,比较激动,感到自豪,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,55.0
134,803.0,张玉梅,回族,团员,大二,完全是,较有特点,同意,完全同意,有点同意,同意,比较了解,不太了解,挺好,很多,不多的比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,不一定,赞同,其他,赞同
135,804.0,张玉梅,其他,团员,大二,完全是,较有特点,同意,完全同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,八十到一百,一般,感到自豪,比较肯定,很有信心,肯定会,很赞同,其他,很赞同
136,805.0,张玉梅,藏族,团员,大四,完全是,非常有特点,同意,完全同意,同意,完全同意,完全了解,完全了解,挺好,特别多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
137,806.0,张玉梅,彝族,团员,大一,可以算,较有特点,完全同意,完全同意,完全同意,同意,不太了解,不太了解,挺好,有一些,不多的比例,比较重要,会,绝对不会,六十到八十,一般,比较好,比较肯定,担忧不好说,肯定会,赞同,不加入,赞同
138,807.0,张玉梅,土家族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,一般,比较好,比较肯定,很有信心,大多数情况下会,赞同,做外籍华人,很赞同
139,808.0,张玉梅,回族,团员,大三,完全是,非常有特点,完全同意,完全同意,同意,同意,不太了解,比较了解,挺好,特别多,不多的比例,十分重要,会,绝对不会,六十到八十,没感觉,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
140,809.0,张玉梅,汉族,党员,大三,完全是,较有特点,完全同意,完全同意,同意,完全同意,完全了解,完全了解,挺好,很多,较多比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
141,810.0,张玉梅,东乡族,团员,大四,一般般,较无特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,不多的比例,一般般,会,很可能不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,赞同
142,211.0,吴桐,蒙古族,团员,预科,可以算,较有特点,完全同意,完全同意,有点同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,毫不重要,会,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,没信心,大多数情况下会,赞同,不加入,不一定
143,212.0,吴桐,土家族,团员,预科,完全是,非常有特点,完全同意,同意,完全同意,不同意,不太了解,不太了解,挺好,有一些,不多的比例,十分重要,不会,也许会也许不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,不一定,赞同,不加入,赞同
144,213.0,吴桐,蒙古族,团员,预科,完全是,较有特点,同意,同意,同意,同意,完全了解,比较了解,挺好,很多,较多比例,不太重要,有些,一定会,四十到六十,比较激动,一般,富有内涵，意义深刻,没信心,肯定会,不一定,做外籍华人,很赞同
145,214.0,吴桐,维吾尔族,团员,预科,完全是,较有特点,完全同意,完全同意,完全同意,同意,比较了解,比较了解,挺好,特别多,大多数比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,做外籍华人,很赞同
146,215.0,吴桐,维吾尔族,团员,预科,一般般,较有特点,有点同意,有点同意,不同意,有点同意,比较了解,比较了解,一般般,很多,不多的比例,一般般,无所谓,很可能不会,四十到六十,一般,一般,比较肯定,不清楚,大多数情况下会,不一定,做外籍华人,不一定
147,216.0,吴桐,维吾尔族,团员,预科,一般般,较有特点,同意,有点同意,不同意,有点同意,不太了解,不太了解,一般般,有一些,不多的比例,一般般,不太会,也许会也许不会,六十到八十,一般,一般,富有内涵，意义深刻,不清楚,大多数情况下会,不一定,做外籍华人,不一定
148,217.0,吴桐,维吾尔族,团员,预科,一般般,一般般,同意,同意,同意,同意,完全了解,比较了解,较差,有一些,较多比例,一般般,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,绝对不会,赞同,做外籍华人,不赞同
149,218.0,吴桐,藏族,团员,预科,一般般,较有特点,同意,有点同意,不同意,有点同意,不太了解,比较了解,一般般,很多,较多比例,一般般,有些,很可能不会,六十到八十,一般,一般,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,不赞同
150,219.0,吴桐,藏族,团员,预科,一般般,较有特点,有点同意,有点同意,有点同意,同意,不太了解,不太了解,一般般,很多,不多的比例,一般般,无所谓,绝对不会,六十到八十,一般,没感觉,富有内涵，意义深刻,不清楚,大多数情况下会,赞同,做外籍华人,不一定
151,220.0,吴桐,维吾尔族,团员,预科,一般般,较有特点,有点同意,有点同意,不同意,不同意,比较了解,比较了解,较差,有一些,大多数比例,一般般,无所谓,也许会也许不会,四十到六十,一般,感到自豪,比较肯定,不清楚,不一定,不一定,做外籍华人,不一定
152,221.0,吴桐,回族,团员,预科,一般般,较有特点,同意,有点同意,同意,不同意,不太了解,比较了解,挺好,有一些,较多比例,一般般,不太会,可能会,四十到六十,没感觉,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,不一定
153,222.0,吴桐,回族,团员,预科,一般般,较有特点,有点同意,有点同意,同意,同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,不太会,可能会,六十到八十,一般,一般,比较肯定,不清楚,肯定会,赞同,毫不犹豫加入,不一定
